ID	Macrosegmento	Segmento Empresarial	Especialidade Principal	Serviços Principais	Palavras-chave / Termos de Busca	ICP B2B (Cliente Ideal)	Setores-alvo	Necessidade / Dor que Resolve	Sinais de Oportunidade para Busca	Objetivo de Captação	Modelo de Contratação	Potencial de Recorrência
B2B-0405	Agronegócio	Empresa de Irrigação	Projeto	"Projeto; instalação; pivôs; gotejamento; manutenção"	"empresa de irrigacao; agronegocio; projeto; instalacao; pivos; gotejamento; manutencao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: projeto.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por projeto e instalação.	Sazonal + recorrente	Alta
B2B-0406	Agronegócio	Empresa de Máquinas Agrícolas	Tratores	"Tratores; implementos; peças; manutenção; locação"	"empresa de maquinas agricolas; agronegocio; tratores; implementos; pecas; manutencao; locacao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: tratores.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por tratores e implementos.	Sazonal + recorrente	Alta
B2B-0407	Agronegócio	Empresa de Armazenagem de Grãos	Silos	"Silos; recebimento; secagem; armazenagem; expedição"	"empresa de armazenagem de graos; agronegocio; silos; recebimento; secagem; armazenagem; expedicao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: silos.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por silos e recebimento.	Sazonal + recorrente	Alta
B2B-0408	Agronegócio	Empresa de Secagem de Grãos	Secagem	"Secagem; limpeza; classificação; armazenagem; operação"	"empresa de secagem de graos; agronegocio; secagem; limpeza; classificacao; armazenagem; operacao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: secagem.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por secagem e limpeza.	Sazonal + recorrente	Alta
B2B-0409	Agronegócio	Empresa de Transporte de Agronegócio	Grãos	"Grãos; insumos; carga a granel; rastreamento; distribuição"	"empresa de transporte de agronegocio; agronegocio; graos; insumos; carga a granel; rastreamento; distribuicao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: grãos.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por grãos e insumos.	Sazonal + recorrente	Alta
B2B-0410	Agronegócio	Laboratório de Análise de Solo	Solo	"Solo; foliar; fertilidade; recomendações; laudos"	"laboratorio de analise de solo; agronegocio; solo; foliar; fertilidade; recomendacoes; laudos"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: solo.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por solo e foliar.	Sazonal + recorrente	Alta
B2B-0411	Agronegócio	Empresa de Sementes	Sementes	"Sementes; tratamento; tecnologia; suporte; distribuição"	"empresa de sementes; agronegocio; sementes; tratamento; tecnologia; suporte; distribuicao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: sementes.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por sementes e tratamento.	Sazonal + recorrente	Alta
B2B-0412	Agronegócio	Empresa de Fertilizantes	Formulação	"Formulação; fornecimento; aplicação; consultoria; logística"	"empresa de fertilizantes; agronegocio; formulacao; fornecimento; aplicacao; consultoria; logistica"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: formulação.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por formulação e fornecimento.	Sazonal + recorrente	Alta
B2B-0413	Agronegócio	Empresa de Biológicos Agrícolas	Bioinsumos	"Bioinsumos; inoculantes; controle biológico; suporte"	"empresa de biologicos agricolas; agronegocio; bioinsumos; inoculantes; controle biologico; suporte"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: bioinsumos.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por bioinsumos e inoculantes.	Sazonal + recorrente	Alta
B2B-0414	Agronegócio	Consultoria de Gestão Rural	Custos	"Custos; planejamento; indicadores; sucessão; finanças"	"consultoria de gestao rural; agronegocio; custos; planejamento; indicadores; sucessao; financas"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: custos.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por custos e planejamento.	Sazonal + recorrente	Alta
B2B-0415	Agronegócio	Software de Gestão Agrícola	ERP rural	"ERP rural; estoque; custos; talhões; indicadores"	"software de gestao agricola; agronegocio; erp rural; estoque; custos; talhoes; indicadores"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: erp rural.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por erp rural e estoque.	Sazonal + recorrente	Alta
B2B-0416	Agronegócio	Empresa de Rastreabilidade Agro	Rastreabilidade	"Rastreabilidade; QR code; lotes; compliance; integrações"	"empresa de rastreabilidade agro; agronegocio; rastreabilidade; qr code; lotes; compliance; integracoes"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: rastreabilidade.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por rastreabilidade e qr code.	Sazonal + recorrente	Alta
B2B-0417	Agronegócio	Certificadora Agro	Certificação	"Certificação; auditorias; sustentabilidade; origem; qualidade"	"certificadora agro; agronegocio; certificacao; auditorias; sustentabilidade; origem; qualidade"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: certificação.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por certificação e auditorias.	Sazonal + recorrente	Alta
B2B-0418	Agronegócio	Empresa de Energia Solar Rural	Usinas	"Usinas; bombeamento; geração; homologação; manutenção"	"empresa de energia solar rural; agronegocio; usinas; bombeamento; geracao; homologacao; manutencao"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: usinas.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por usinas e bombeamento.	Sazonal + recorrente	Alta
B2B-0419	Agronegócio	Empresa de Georreferenciamento Rural	CAR	"CAR; georreferenciamento; mapas; regularização; topografia"	"empresa de georreferenciamento rural; agronegocio; car; georreferenciamento; mapas; regularizacao; topografia"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: car.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por car e georreferenciamento.	Sazonal + recorrente	Alta
